transaction_amount,transaction_velocity,network_latency,merchant_age_days,geo_distance,device_risk,retry_count,bank_latency,hour_of_day,merchant_risk,fraud_label,routing_failure_label,reliability_failure_label
791.95,5,315.32,632.81,136.37,0.128,0,97.09,12,0.314,0,0,0
1311.09,4,160.38,654.34,25.89,0.468,2,344.98,3,0.172,0,0,1
2732.39,7,276.2,2851.99,5.09,0.326,1,155.21,12,0.34,0,1,0
1028.93,3,366.61,2087.73,23.84,0.221,1,177.76,6,0.194,0,0,0
794.55,3,445.52,187.26,69.25,0.114,0,246.31,14,0.211,0,1,0
2306.96,6,268.3,293.32,27.65,0.226,2,90.42,10,0.058,0,0,0
2309.92,3,288.67,785.39,33.97,0.537,2,304.82,11,0.829,1,0,0
1089.05,5,230.47,2242.44,86.71,0.496,2,218.66,22,0.504,1,0,0
1128.86,3,251.54,662.91,47.79,0.181,0,198.41,12,0.095,0,0,0
2280.27,8,319.0,1055.88,55.14,0.279,0,127.84,2,0.59,0,0,0
424.93,3,119.85,78.97,8.36,0.245,0,237.55,8,0.256,0,0,0
442.54,7,328.0,591.56,14.55,0.56,1,377.78,13,0.223,0,0,1
881.44,5,203.5,127.76,26.49,0.464,0,140.09,15,0.571,1,0,0
1460.53,6,161.41,241.57,5.82,0.688,2,267.11,4,0.385,0,1,0
2467.37,4,161.85,145.51,16.36,0.088,0,254.76,4,0.519,0,0,0
7905.83,6,478.31,145.13,89.63,0.321,1,174.2,9,0.677,0,1,1
4262.71,7,405.69,3833.93,1.12,0.075,5,346.29,4,0.27,0,1,1
1540.81,10,146.39,283.34,2.61,0.264,0,20.0,15,0.122,0,0,0
1773.99,7,282.47,666.82,58.09,0.359,0,125.52,12,0.8,0,0,0
663.46,6,277.59,16.23,24.4,0.409,1,217.93,3,0.282,0,0,0
1774.88,4,458.04,1313.51,74.15,0.049,0,162.72,1,0.303,0,0,0
1354.71,6,197.24,912.12,134.3,0.326,1,150.02,22,0.613,0,0,0
2496.68,2,20.0,207.82,15.51,0.31,2,239.37,7,0.24,0,0,1
790.58,2,235.48,29.38,1.88,0.476,2,131.76,10,0.059,0,0,0
3039.19,3,217.34,256.8,30.43,0.114,0,231.86,19,0.196,0,0,0
8372.76,9,304.79,792.34,166.52,0.228,0,217.18,11,0.502,0,1,1
1621.72,4,353.05,12.26,39.42,0.038,0,166.67,13,0.427,0,1,0
2701.9,7,387.35,62.68,23.7,0.26,2,197.6,2,0.123,0,0,0
3605.24,8,383.45,421.22,40.15,0.326,2,118.69,5,0.114,0,0,1
1210.49,6,327.94,154.87,9.04,0.144,0,193.48,5,0.227,0,0,1
2262.2,3,376.14,799.33,69.58,0.294,1,200.54,3,0.721,0,1,1
1830.95,6,85.98,153.57,57.04,0.133,0,134.95,11,0.436,0,0,0
1993.56,3,219.12,4043.03,64.39,0.091,0,313.19,4,0.222,0,1,1
834.63,7,250.76,457.9,18.0,0.21,1,253.41,3,0.359,0,1,0
1852.91,6,304.62,128.43,83.97,0.085,2,172.41,15,0.122,0,1,0
2975.0,2,174.55,61.36,111.74,0.513,1,169.34,11,0.198,0,0,0
7716.71,1,169.52,436.56,155.65,0.184,2,392.74,14,0.159,0,0,1
4718.62,2,207.46,1324.77,50.88,0.164,1,167.36,3,0.243,0,0,1
15571.26,5,302.28,462.19,21.4,0.254,1,20.0,19,0.15,0,0,1
839.37,4,20.0,121.66,24.51,0.075,0,226.27,13,0.324,0,0,0
4325.66,5,247.74,536.65,41.69,0.519,1,20.0,12,0.247,0,0,0
2171.87,8,163.31,329.23,42.84,0.344,1,251.4,0,0.326,1,1,0
16152.06,4,146.87,557.51,78.61,0.122,0,239.1,20,0.635,0,0,1
805.69,6,289.86,396.93,4.44,0.042,0,210.72,17,0.236,0,1,0
780.77,3,267.27,835.05,41.8,0.326,2,347.26,2,0.218,0,1,0
992.88,4,274.54,1302.18,21.43,0.034,1,242.76,4,0.31,0,0,0
216.18,8,270.33,1740.43,89.77,0.27,1,232.55,7,0.735,0,0,0
1068.75,5,418.02,1081.64,21.7,0.131,2,234.05,11,0.579,0,1,0
846.29,7,391.39,350.83,31.54,0.164,0,135.7,14,0.056,0,0,0
2101.47,2,82.81,476.03,12.92,0.046,1,245.41,11,0.334,0,0,0
2544.67,5,191.4,821.25,17.53,0.016,1,235.29,7,0.428,0,0,0
11803.73,10,205.68,198.59,40.55,0.023,0,128.1,13,0.159,0,0,1
4677.05,4,67.68,967.89,27.75,0.359,1,122.6,22,0.28,0,0,1
1015.46,5,576.96,839.38,11.25,0.245,0,222.4,14,0.702,0,1,0
736.26,3,262.36,854.82,32.11,0.286,2,257.07,3,0.137,0,0,0
2956.97,3,107.8,324.36,9.04,0.443,1,97.98,1,0.367,0,0,0
482.88,8,378.08,736.17,106.74,0.045,1,150.05,7,0.178,0,0,0
11287.59,3,266.02,176.25,128.98,0.258,1,100.76,18,0.286,0,0,1
5880.75,7,158.86,168.28,12.84,0.303,1,127.63,18,0.581,0,0,1
1130.96,8,333.64,1170.61,2.69,0.295,1,107.48,5,0.223,0,0,1
325.99,4,359.99,381.86,130.89,0.07,1,171.04,13,0.331,0,0,0
7001.45,5,333.02,629.26,18.7,0.111,0,128.5,18,0.283,0,1,1
1612.37,6,315.72,277.09,10.41,0.503,1,169.85,5,0.269,0,1,0
6234.27,1,165.22,215.2,125.86,0.226,0,98.74,9,0.203,0,0,1
367.08,2,52.86,1210.82,107.12,0.076,0,248.54,10,0.574,0,0,0
992.9,3,105.68,1264.61,2.73,0.168,1,85.11,21,0.173,0,0,0
1817.55,4,192.91,1447.7,11.64,0.133,1,177.39,9,0.417,0,0,1
1895.01,4,41.9,1541.76,83.72,0.402,1,142.63,16,0.194,0,1,0
1152.78,4,466.28,423.98,15.54,0.362,1,272.21,17,0.306,0,1,0
3370.61,3,130.56,1324.25,55.2,0.49,0,235.45,12,0.682,0,0,0
621.65,5,227.27,339.64,2.04,0.267,1,347.49,18,0.43,1,0,0
1568.1,5,266.36,43.16,92.14,0.055,1,119.88,13,0.388,0,0,0
2039.16,2,382.22,935.24,27.43,0.204,1,175.82,19,0.202,0,1,0
3024.31,6,308.6,177.47,31.75,0.331,0,250.28,18,0.241,0,1,1
3683.49,3,273.62,480.41,82.58,0.304,0,136.44,15,0.513,0,0,1
587.2,4,530.38,143.18,30.27,0.321,0,108.98,18,0.124,0,0,0
389.9,3,443.08,397.45,5.5,0.075,1,125.07,16,0.473,0,0,0
6487.79,6,297.41,1729.33,35.1,0.188,0,201.58,21,0.782,1,0,1
2520.76,4,284.79,759.78,30.51,0.102,1,146.2,18,0.571,0,0,0
855.35,1,234.13,128.27,29.89,0.068,1,375.71,4,0.167,0,0,0
8528.36,9,337.23,1034.25,10.71,0.46,0,208.99,21,0.858,0,0,1
2029.76,7,205.5,1506.28,8.96,0.256,0,121.39,14,0.104,0,0,1
5879.91,5,161.15,145.59,75.23,0.111,3,261.42,3,0.113,0,1,1
1934.33,4,417.22,1090.36,48.27,0.043,0,157.14,17,0.171,0,0,0
14196.46,2,158.25,637.25,0.32,0.257,1,253.77,17,0.357,0,1,1
10460.28,4,245.7,741.61,90.18,0.388,1,186.85,6,0.057,0,0,1
1409.56,5,203.48,2237.83,6.47,0.248,0,231.22,5,0.182,0,0,0
4777.01,4,241.95,29.8,66.91,0.476,1,125.75,23,0.397,0,0,1
3447.4,6,274.22,814.64,5.05,0.555,0,260.1,3,0.229,0,0,1
7105.55,3,250.74,68.0,177.68,0.37,0,126.83,20,0.846,0,0,1
688.89,7,144.85,1246.94,115.39,0.288,2,212.42,4,0.439,0,1,1
3590.52,5,201.0,1811.72,10.11,0.286,0,294.03,22,0.28,0,0,0
5210.47,6,328.5,72.4,0.42,0.078,0,238.45,19,0.135,0,1,1
311.46,7,276.84,20.94,3.08,0.099,1,250.47,7,0.211,0,0,0
553.77,2,297.43,2492.85,82.71,0.562,2,276.92,10,0.664,0,1,0
235.28,6,358.5,2088.66,3.99,0.311,2,279.01,17,0.375,0,1,1
1381.04,4,314.74,2058.96,75.29,0.269,0,120.81,8,0.377,0,0,0
3705.38,6,178.09,2246.54,85.69,0.31,1,230.94,8,0.039,0,0,1
8122.21,3,289.01,554.67,18.33,0.126,0,114.69,16,0.401,0,0,1
1947.1,6,286.07,3014.32,66.42,0.059,1,131.99,12,0.373,0,0,1
9215.26,8,59.59,1782.82,85.82,0.422,0,205.84,3,0.515,1,1,1
454.82,3,49.32,82.21,75.85,0.093,0,150.48,18,0.251,0,0,0
329.18,7,303.4,1340.07,10.63,0.515,1,241.21,16,0.022,0,0,0
1710.35,15,182.47,997.07,29.83,0.225,0,341.91,23,0.269,0,0,0
2654.64,7,194.6,115.19,3.53,0.209,1,137.43,13,0.204,0,0,1
1749.88,6,282.83,1071.29,37.26,0.213,1,111.47,23,0.538,0,0,0
228.73,3,251.82,530.75,29.2,0.407,1,202.64,11,0.447,0,0,0
1653.88,2,243.18,1538.35,116.46,0.562,0,112.48,5,0.555,0,0,0
490.55,5,429.55,1366.51,0.91,0.282,0,209.4,3,0.53,0,0,1
3532.19,6,220.0,2282.43,37.78,0.081,0,217.56,14,0.436,0,0,1
2608.68,6,281.25,62.61,65.9,0.46,0,394.74,21,0.032,0,0,1
706.36,4,179.37,990.98,31.18,0.648,0,222.89,16,0.062,0,0,0
1081.53,1,374.23,378.66,13.6,0.253,1,149.64,0,0.366,0,1,0
626.9,6,290.38,1196.86,47.06,0.269,4,157.29,11,0.301,0,1,1
1698.19,8,461.36,738.17,217.55,0.217,1,151.9,4,0.474,0,1,0
4699.18,2,267.17,547.48,2.09,0.133,0,233.95,4,0.658,0,0,1
674.7,2,287.12,3.39,10.91,0.447,0,20.0,14,0.125,0,0,0
2993.04,2,245.21,747.5,33.73,0.003,0,233.81,15,0.292,0,0,0
1063.95,5,438.73,436.31,45.52,0.031,0,169.35,18,0.056,0,0,0
818.22,7,294.23,323.41,48.93,0.312,2,224.18,5,0.597,0,0,0
1624.52,7,240.18,3591.36,3.1,0.58,0,159.91,1,0.224,0,0,0
642.11,9,142.72,964.16,6.56,0.491,0,233.69,9,0.277,0,0,0
1039.35,4,20.0,621.02,144.73,0.295,1,137.42,21,0.469,0,0,0
545.73,7,261.0,1624.35,3.92,0.023,0,75.06,12,0.405,0,0,1
12896.68,5,213.63,206.08,27.16,0.169,2,185.0,7,0.292,0,1,1
1872.94,7,20.0,773.87,43.05,0.184,1,185.37,1,0.44,0,0,0
898.09,7,200.77,1578.19,18.86,0.252,2,184.82,14,0.197,0,0,0
2239.44,3,125.16,105.53,14.76,0.366,1,29.71,1,0.575,0,1,0
1615.94,5,450.06,215.44,17.14,0.476,0,206.87,13,0.434,0,1,1
1449.58,5,242.47,69.0,16.61,0.343,2,182.56,3,0.195,1,0,0
3341.47,5,398.5,3908.27,23.85,0.342,1,210.47,20,0.319,0,0,1
3856.47,5,304.07,695.74,6.17,0.437,0,169.54,18,0.291,0,0,0
1063.69,8,372.09,537.87,96.05,0.121,4,353.41,19,0.264,0,1,1
1016.56,2,526.11,330.52,71.23,0.129,1,184.44,8,0.271,0,0,0
1373.27,6,348.08,477.47,1.73,0.58,1,249.2,18,0.217,0,1,1
180.92,6,635.14,1196.38,71.62,0.069,1,318.2,15,0.567,0,1,1
397.35,6,324.92,1988.42,88.03,0.109,0,244.15,16,0.375,0,0,0
7093.08,1,396.4,88.7,127.57,0.373,0,200.96,6,0.4,0,1,1
9367.18,10,209.88,284.92,47.46,0.419,1,322.0,21,0.376,0,0,1
1409.46,5,78.74,167.72,95.81,0.447,2,109.24,7,0.217,0,0,0
3218.13,3,20.0,457.43,71.17,0.368,1,246.98,2,0.22,0,0,1
2468.21,0,356.06,604.84,1.29,0.432,1,104.25,17,0.295,0,0,0
39296.11,7,191.68,1022.04,83.31,0.415,0,202.15,18,0.172,0,0,1
5539.03,4,209.22,1667.78,43.5,0.343,0,119.17,0,0.197,0,0,1
1590.94,6,207.41,624.94,52.57,0.14,1,48.72,21,0.457,0,0,0
695.38,4,169.99,536.75,108.11,0.403,0,59.01,16,0.255,1,0,0
362.69,2,448.86,685.95,0.52,0.441,1,307.66,7,0.428,0,0,0
2216.01,4,144.15,1754.34,5.71,0.258,0,108.87,22,0.396,0,0,0
848.65,9,308.68,836.54,42.64,0.303,0,169.12,15,0.355,0,0,0
436.05,4,308.67,1238.57,26.35,0.233,0,134.65,10,0.645,0,0,0
947.12,5,71.88,1016.93,27.07,0.219,1,281.09,1,0.699,0,0,0
613.05,8,319.21,2056.46,18.71,0.319,0,62.01,12,0.377,0,1,0
9770.68,2,112.02,1358.34,85.34,0.388,0,127.84,1,0.633,0,0,1
4366.16,2,239.17,333.87,5.47,0.124,0,454.32,4,0.165,0,0,1
1793.68,5,203.98,1541.34,38.07,0.055,0,295.32,13,0.402,0,0,0
7942.19,4,256.41,504.06,30.64,0.511,2,111.11,3,0.171,1,0,1
1953.48,8,322.26,1503.02,40.07,0.515,2,276.63,14,0.407,0,0,1
764.11,6,144.31,1889.41,2.59,0.171,0,157.38,1,0.38,0,0,1
8292.64,9,179.98,924.83,56.01,0.181,0,230.52,12,0.265,0,0,1
3099.23,7,54.83,1015.19,0.68,0.51,2,98.76,15,0.33,1,0,1
640.82,2,119.49,121.69,37.52,0.242,1,171.74,11,0.243,0,1,0
1494.67,8,341.23,313.07,15.43,0.391,0,231.52,1,0.179,0,1,0
753.24,3,205.5,652.67,18.77,0.34,1,102.41,16,0.286,0,0,0
453.59,5,359.23,2.82,67.05,0.528,3,162.35,3,0.465,0,1,0
4565.02,4,135.9,1503.31,213.03,0.173,1,204.38,8,0.265,0,0,1
12202.75,5,157.51,368.97,32.25,0.239,1,241.8,17,0.192,0,0,1
446.5,4,382.45,1028.14,55.36,0.281,3,213.82,14,0.518,1,1,1
3174.7,8,277.5,1173.3,14.28,0.119,1,238.24,15,0.581,0,1,1
943.27,0,71.06,635.41,40.37,0.248,0,26.97,15,0.389,0,0,0
1110.84,7,182.08,1249.38,5.27,0.304,0,20.0,3,0.751,1,0,0
999.85,4,353.34,917.59,94.93,0.297,0,172.96,4,0.646,0,1,0
762.05,5,229.8,356.84,30.41,0.045,2,275.34,1,0.415,0,1,0
1897.93,2,396.08,1354.93,22.43,0.299,2,147.76,15,0.459,0,1,1
787.65,3,94.81,808.6,36.02,0.56,1,101.22,0,0.114,0,0,0
2369.55,3,395.61,139.68,122.06,0.371,0,20.0,21,0.456,0,0,0
1719.45,1,108.14,1185.62,74.91,0.499,0,185.66,19,0.313,0,0,0
1423.75,3,279.41,902.07,8.29,0.382,1,59.11,2,0.423,0,0,0
729.56,4,363.69,267.99,73.05,0.251,2,122.54,21,0.445,0,1,0
1015.59,4,265.57,1476.02,24.95,0.463,1,132.03,15,0.265,0,0,0
3848.32,7,318.62,374.73,25.13,0.082,0,20.0,10,0.476,0,1,1
2983.69,9,372.96,643.69,70.9,0.237,0,155.15,12,0.097,0,0,1
680.24,1,306.96,336.25,30.78,0.213,1,331.25,12,0.433,0,0,0
1996.86,3,212.53,1030.95,3.76,0.091,0,359.5,18,0.423,0,0,0
3832.94,5,222.66,696.24,14.17,0.439,2,309.11,17,0.785,1,1,1
340.56,1,148.53,508.35,112.51,0.699,1,98.97,13,0.431,0,1,0
3113.06,3,104.0,16.42,44.82,0.245,0,330.12,9,0.423,0,0,1
932.04,5,407.98,747.53,99.1,0.328,0,153.55,3,0.227,0,0,1
3199.02,7,323.61,779.03,18.2,0.307,2,95.52,14,0.112,0,0,1
842.81,4,423.63,159.97,58.39,0.356,1,146.21,7,0.421,0,1,0
297.41,6,323.01,323.14,76.92,0.05,0,239.66,19,0.601,1,0,0
355.12,4,207.46,1688.17,10.1,0.229,1,115.33,12,0.352,0,1,0
1897.11,3,110.01,637.32,1.18,0.429,1,191.08,15,0.131,0,0,0
2344.25,5,188.3,456.86,50.31,0.221,1,116.27,20,0.178,0,0,0
731.93,4,330.94,2198.62,43.01,0.188,2,304.33,15,0.591,0,1,0
3424.09,4,164.43,1336.82,2.03,0.727,0,221.36,16,0.428,0,0,1
343.26,4,408.16,82.04,26.45,0.389,0,133.63,20,0.47,0,0,0
1692.43,5,206.64,1566.78,41.44,0.037,0,112.61,20,0.262,0,0,0
538.61,4,105.38,129.77,11.92,0.442,3,249.92,6,0.348,0,1,0
942.15,8,212.26,153.71,5.08,0.399,1,225.66,3,0.351,0,1,0
1895.8,3,277.7,62.67,80.8,0.08,0,128.52,19,0.203,0,0,0
764.78,5,454.06,525.22,129.53,0.034,2,118.41,12,0.531,1,1,0
1230.83,4,263.61,827.81,29.66,0.331,1,20.0,21,0.325,0,0,0
4945.79,3,175.36,1121.01,7.19,0.448,0,187.92,5,0.458,0,0,1
1015.47,5,420.06,21.67,27.35,0.159,2,210.77,22,0.142,0,0,1
4170.09,5,387.91,156.68,16.36,0.277,0,110.89,11,0.389,0,0,1
584.23,5,237.03,776.65,33.72,0.252,0,128.39,5,0.14,0,0,0
3071.14,2,55.77,596.54,0.45,0.192,1,297.5,11,0.585,0,0,1
7643.18,4,180.14,42.18,100.86,0.098,1,175.83,12,0.516,0,0,1
152.68,4,337.17,2191.76,2.99,0.045,0,187.44,18,0.141,0,0,0
814.93,7,399.83,1136.74,28.09,0.265,0,81.48,14,0.665,0,1,0
3219.79,2,267.1,355.53,54.11,0.204,1,122.68,4,0.669,0,0,1
1475.8,3,239.85,614.98,52.66,0.49,1,205.24,16,0.284,0,0,1
2620.57,4,188.45,375.05,17.71,0.096,0,234.3,22,0.65,0,0,0
988.33,5,339.55,486.0,34.61,0.157,2,216.54,12,0.543,0,1,0
1971.58,7,127.95,725.44,34.35,0.279,0,119.25,14,0.125,0,0,0
1547.39,5,184.22,406.62,7.04,0.256,1,213.4,3,0.172,0,0,0
5812.59,3,414.65,775.58,23.29,0.077,1,118.23,14,0.785,0,1,1
2331.86,2,366.7,500.61,6.35,0.317,0,131.66,10,0.3,0,0,0
2534.12,5,428.22,856.63,2.94,0.619,0,205.13,21,0.208,0,0,0
1197.66,7,171.75,243.29,2.86,0.196,2,243.74,13,0.076,0,1,0
1110.31,5,99.86,150.21,28.54,0.424,0,346.96,7,0.554,0,0,0
1173.14,5,427.66,10.94,65.39,0.2,2,393.93,17,0.086,0,1,0
2682.36,7,338.49,737.0,208.5,0.461,0,143.5,7,0.528,1,1,0
1186.8,7,373.23,3161.49,42.34,0.186,3,296.77,13,0.515,0,1,0
2415.77,10,340.22,436.32,17.79,0.375,0,231.64,2,0.201,0,0,1
14406.01,4,472.7,191.24,11.6,0.283,0,76.04,23,0.619,0,0,1
4320.49,4,335.01,10.56,59.34,0.482,1,173.3,13,0.118,0,0,1
1305.02,0,275.11,575.24,2.66,0.289,0,267.6,15,0.266,0,0,0
6010.2,3,288.98,3936.41,15.21,0.284,0,187.36,20,0.186,0,0,1
1202.22,3,277.85,3296.98,58.33,0.424,0,264.82,13,0.438,0,0,0
235.54,2,439.45,85.49,29.44,0.379,3,170.15,15,0.585,0,1,0
659.78,9,400.72,1356.03,34.68,0.115,0,149.07,6,0.094,0,0,0
278.44,8,440.64,152.27,185.42,0.357,2,135.3,3,0.121,0,1,0
1272.18,8,20.0,1325.86,25.93,0.616,1,65.5,22,0.089,0,0,0
1841.65,4,222.31,1536.85,45.21,0.164,1,320.74,21,0.666,0,0,0
9666.65,10,143.03,6.21,328.99,0.406,0,84.7,21,0.694,1,0,1
2507.21,3,475.5,216.67,57.98,0.528,1,291.41,4,0.175,0,0,1
1452.29,2,163.4,46.57,36.12,0.169,2,245.92,3,0.38,0,0,0
4143.95,2,324.89,552.78,19.57,0.324,2,190.7,12,0.417,0,0,1
198.12,2,491.39,21.66,187.44,0.064,2,262.96,4,0.366,0,1,1
2288.41,6,292.76,786.98,17.39,0.311,0,212.78,2,0.387,0,0,1
3908.33,2,209.13,653.75,6.16,0.172,2,162.73,2,0.424,0,0,0
412.16,9,277.89,381.65,130.09,0.297,0,153.98,20,0.526,0,1,0
5674.59,8,90.49,495.62,19.21,0.226,0,271.94,0,0.351,0,0,0
2536.39,4,73.34,3691.77,44.44,0.315,2,58.57,0,0.492,0,0,0
1193.58,4,319.52,146.8,51.91,0.095,1,20.0,7,0.499,0,0,0
3404.26,3,20.0,1050.55,15.12,0.089,0,232.24,13,0.695,0,0,1
17512.9,9,244.65,829.21,27.53,0.094,1,168.35,1,0.272,0,0,1
2168.66,10,236.23,871.8,8.45,0.315,0,230.74,2,0.794,0,0,0
2317.45,5,487.68,339.37,107.94,0.321,2,96.19,22,0.353,0,1,1
1142.12,5,315.74,195.16,43.92,0.326,0,136.3,8,0.089,0,0,1
772.9,9,218.22,841.74,110.49,0.212,2,263.04,13,0.03,0,0,0
4147.81,2,365.38,1950.95,14.86,0.115,1,165.37,10,0.15,0,0,1
768.1,5,274.24,2983.34,50.25,0.105,1,118.48,20,0.32,0,0,0
1942.18,5,121.01,524.54,12.29,0.267,1,20.0,6,0.07,0,0,1
1121.41,8,287.35,443.56,17.06,0.165,1,286.9,14,0.058,0,0,1
2918.95,6,270.59,343.33,22.4,0.14,0,200.12,22,0.057,0,0,1
2524.16,6,262.21,1328.48,39.86,0.321,0,222.48,3,0.121,0,0,0
5102.78,7,305.99,235.93,40.57,0.259,1,252.28,9,0.321,0,0,1
1085.7,5,380.06,575.64,11.18,0.489,0,80.17,11,0.37,0,0,0
1380.4,5,295.99,338.56,2.36,0.02,1,137.92,9,0.152,0,1,0
679.42,7,98.56,1668.05,73.94,0.275,0,104.64,23,0.104,0,0,0
1159.46,4,70.12,265.78,37.33,0.233,1,164.6,5,0.664,0,1,1
2636.75,4,206.14,927.93,18.79,0.24,1,20.87,1,0.448,0,0,0
3854.47,6,197.81,710.84,2.71,0.143,1,90.97,14,0.117,0,0,0
718.98,6,294.55,318.44,5.52,0.551,0,291.87,16,0.266,0,0,1
4313.94,4,410.96,235.26,27.55,0.594,0,80.27,23,0.085,0,0,1
7013.82,3,439.42,1302.85,33.07,0.287,3,145.54,14,0.256,0,1,1
2733.76,3,173.96,571.5,23.7,0.378,0,229.1,16,0.187,0,0,0
11811.11,10,38.97,756.29,41.79,0.299,0,262.94,4,0.356,0,1,1
833.98,6,258.18,2617.98,84.12,0.068,1,269.67,15,0.063,0,0,0
520.79,6,382.82,406.02,56.52,0.338,0,219.75,9,0.582,0,1,0
305.3,4,198.6,1346.81,100.88,0.105,0,132.3,15,0.342,0,0,0
8071.09,1,257.5,814.58,47.83,0.196,1,138.07,20,0.127,0,0,1
3478.53,5,230.71,720.21,5.55,0.415,0,175.49,22,0.366,0,1,1
1710.29,7,440.79,44.89,8.12,0.242,1,251.67,5,0.282,0,1,0
2392.2,4,527.04,1947.59,24.76,0.179,0,89.47,10,0.595,0,1,0
586.7,3,330.41,207.64,16.7,0.27,1,259.45,8,0.358,0,1,0
20863.41,5,333.17,512.73,52.81,0.203,1,52.99,17,0.42,0,1,1
2057.45,7,83.02,1115.5,49.15,0.196,1,179.9,18,0.376,0,0,1
2017.06,9,199.74,591.06,31.05,0.088,0,91.61,2,0.272,0,0,0
3735.98,2,356.31,3.48,51.59,0.215,0,207.5,4,0.22,0,1,1
2924.88,6,298.85,2381.34,121.05,0.068,1,215.81,8,0.198,0,0,1
2261.73,2,311.54,16.56,33.84,0.32,2,111.89,20,0.229,0,1,0
820.18,3,45.09,75.37,21.33,0.16,0,263.15,16,0.303,0,0,0
2897.11,5,20.0,203.02,32.34,0.126,0,156.85,10,0.383,0,0,0
11873.03,3,484.77,730.96,7.84,0.264,2,80.26,6,0.146,0,0,1
6942.52,4,232.17,2836.17,5.12,0.321,0,68.22,15,0.297,0,0,1
8894.48,5,49.89,2047.62,26.43,0.449,1,231.74,8,0.204,0,0,1
1084.4,4,235.32,842.92,128.46,0.297,3,130.79,4,0.614,0,0,0
672.09,5,77.93,1082.87,99.35,0.472,0,166.85,17,0.447,0,0,0
1594.34,2,111.85,995.51,56.7,0.208,1,224.49,23,0.658,0,1,0
1911.66,4,160.76,929.11,63.45,0.14,0,35.98,13,0.421,0,0,0
5400.2,5,77.79,1338.73,98.5,0.247,2,125.37,21,0.259,0,1,1
332.8,6,20.0,332.28,123.51,0.478,0,216.12,12,0.262,0,0,0
8346.11,10,341.16,199.92,53.86,0.322,0,168.49,5,0.692,0,1,1
1543.78,5,179.83,341.73,24.38,0.822,0,209.59,18,0.159,0,0,0
1179.82,6,364.08,39.86,7.98,0.336,0,133.12,19,0.676,0,1,0
657.14,7,254.46,2729.88,0.35,0.227,2,201.95,7,0.32,0,1,1
345.55,4,31.46,1076.14,52.2,0.24,0,237.66,13,0.439,0,0,0
4118.2,7,246.48,192.06,25.36,0.535,1,44.47,5,0.245,0,0,1
1945.58,6,419.73,236.35,4.15,0.165,1,301.48,8,0.162,0,1,1
497.72,2,238.06,3925.94,16.33,0.267,3,340.0,10,0.66,0,1,1
495.18,3,163.15,1169.18,31.62,0.071,1,107.5,17,0.184,0,0,0
1292.35,4,76.96,443.63,76.53,0.223,1,203.7,23,0.449,0,1,0
9595.23,4,180.65,185.19,18.9,0.119,0,178.17,23,0.154,0,0,1
1394.66,5,110.47,33.01,53.39,0.168,2,256.17,20,0.084,0,0,0
402.16,7,192.74,885.27,2.21,0.391,2,172.43,1,0.119,0,1,0
1414.11,3,20.0,1211.22,164.01,0.06,2,247.47,5,0.096,0,0,0
1376.47,3,103.99,91.2,178.22,0.056,2,82.94,16,0.164,0,0,0
121.89,6,321.63,1.91,37.57,0.155,2,73.29,13,0.667,0,0,0
1712.49,3,267.42,353.82,53.58,0.423,0,66.18,19,0.042,0,0,0
1435.21,9,210.04,880.77,72.32,0.137,0,188.95,15,0.347,0,0,0
3627.16,7,97.74,2059.47,175.97,0.195,2,43.71,15,0.339,0,0,1
11486.83,5,447.17,1693.13,39.33,0.235,1,123.31,18,0.305,0,0,1
5577.89,6,511.07,933.15,70.4,0.285,3,198.55,12,0.387,0,1,1
1381.76,6,101.17,1345.83,10.68,0.232,0,69.68,7,0.557,0,0,0
597.93,3,353.47,351.88,8.36,0.133,1,305.05,13,0.337,0,1,0
23703.07,8,107.76,224.94,62.33,0.206,2,203.39,10,0.522,0,0,1
1918.35,10,314.04,106.11,128.81,0.347,0,204.25,10,0.22,0,0,0
1833.4,6,20.0,160.35,41.92,0.61,1,276.31,1,0.794,1,0,0
1764.95,7,175.97,2635.97,38.23,0.456,1,67.32,15,0.57,0,0,0
2204.12,2,272.85,2126.92,42.33,0.41,3,316.85,17,0.098,0,0,0
1565.0,5,296.68,38.44,105.82,0.129,1,70.6,0,0.208,0,0,0
1018.76,8,127.64,507.81,80.48,0.223,0,237.56,1,0.304,0,0,0
1046.43,6,320.89,373.87,80.89,0.307,0,141.56,5,0.725,1,0,0
1749.78,2,239.76,843.94,5.63,0.317,0,233.43,2,0.716,0,1,0
1050.03,3,73.85,318.47,71.3,0.334,0,337.56,15,0.215,0,0,0
886.39,10,114.35,263.48,73.12,0.412,1,124.27,8,0.451,0,0,0
2011.09,3,447.28,1325.1,7.09,0.251,1,200.26,0,0.283,0,1,1
1401.11,4,272.03,2351.72,31.88,0.334,0,263.69,0,0.119,0,0,1
8135.5,9,197.56,181.32,5.15,0.302,1,182.92,7,0.337,0,0,1
127.62,2,67.64,214.61,25.29,0.145,0,72.0,16,0.435,0,0,0
5385.72,5,181.24,434.56,51.22,0.439,0,204.8,11,0.463,0,0,1
6286.03,1,273.45,980.17,12.31,0.575,2,118.58,8,0.434,0,1,1
227.38,5,296.41,146.24,7.09,0.731,0,269.71,4,0.215,1,0,0
1283.46,9,265.03,504.79,50.85,0.631,1,130.05,0,0.326,1,0,0
1247.08,2,168.1,1470.32,87.65,0.322,2,378.61,14,0.526,0,1,1
442.52,5,21.42,213.33,8.38,0.761,1,206.5,16,0.248,0,0,0
